City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
218,bilibino,68.0546,166.4372,-18.31,99,99,2.96,RU,1680338916
219,skjervoy,70.0311,20.9714,-2.0,59,100,10.0,NO,1680338917
220,teya,60.3778,92.6267,-5.94,66,93,0.84,RU,1680338917
221,tiksi,71.6872,128.8694,-19.53,88,99,6.36,RU,1680338917
222,mutuipe,-13.2286,-39.5047,19.38,98,10,0.86,BR,1680338918
223,rogers,36.3668,-95.5836,13.0,37,100,6.17,US,1680338918
224,krasne,49.9145,24.6134,10.83,79,100,4.06,UA,1680338919
225,constitucion,-35.3333,-72.4167,14.82,41,79,3.89,CL,1680338919
226,maningrida,-12.0667,134.2667,27.77,70,79,4.16,AU,1680338919
227,yantal,56.8471,105.2542,-8.68,77,100,3.07,RU,1680338919
228,cowansville,45.2001,-72.7491,2.64,94,100,4.12,CA,1680338910
229,lompoc,34.6391,-120.4579,8.11,82,0,7.15,US,1680338920
230,cherskiy,68.75,161.3,-22.36,96,99,3.98,RU,1680338920
231,tabuk,17.4189,121.4443,30.26,64,51,0.84,PH,1680338921
232,kununurra,-15.7667,128.7333,35.99,41,24,0.0,AU,1680338921
233,morondava,-20.2833,44.2833,28.83,70,82,2.53,MG,1680338921
234,haines junction,60.7522,-137.5108,-2.03,80,99,2.57,CA,1680338922
235,lockport,41.5895,-88.0578,7.22,83,20,5.66,US,1680338767
236,altay,47.8667,88.1167,-2.77,51,99,2.66,CN,1680338922
237,san andres,12.5847,-81.7006,27.01,74,20,5.14,CO,1680338922
238,ancud,-41.8697,-73.8203,12.74,95,94,7.83,CL,1680338923
239,mayumba,-3.432,10.6554,24.06,93,100,0.86,GA,1680338923
240,iralaya,15.0,-83.2333,24.76,80,15,5.44,HN,1680338924
241,conde,-7.2597,-34.9075,22.7,100,75,2.57,BR,1680338924
242,bedesa,8.9,40.7833,23.95,53,47,2.81,ET,1680338924
243,umiray,15.2206,121.4111,27.94,69,18,2.23,PH,1680338925
244,ihiala,5.8538,6.8603,25.74,79,100,0.91,NG,1680338925
245,tuatapere,-46.1333,167.6833,12.87,92,13,2.43,NZ,1680338925
246,ormara,25.2088,64.6357,25.71,64,7,6.62,PK,1680338926
247,luba,3.4568,8.5547,26.94,73,100,3.07,GQ,1680338926
248,bonavista,48.6499,-53.1147,-2.57,87,100,4.64,CA,1680338927
